,date,open,high,low,close,volume
0,2020-11-02,264.6000061035156,270.4700012207031,257.3399963378906,261.3599853515625,27165700
1,2020-11-03,263.1600036621094,270.04998779296875,260.8800048828125,265.29998779296875,17961900
2,2020-11-04,281.0,288.94000244140625,278.6199951171875,287.3800048828125,35364400
3,2020-11-05,291.8999938964844,297.3800048828125,288.95001220703125,294.67999267578125,23823600
4,2020-11-06,293.95001220703125,294.6000061035156,288.05999755859375,293.4100036621094,13891000
5,2020-11-09,289.8699951171875,292.5799865722656,278.5299987792969,278.7699890136719,25117700
6,2020-11-10,273.1000061035156,274.0,264.0,272.42999267578125,29067700
7,2020-11-11,273.4700012207031,278.3999938964844,272.4800109863281,276.4800109863281,14957000
8,2020-11-12,277.17999267578125,279.75,274.42999267578125,275.0799865722656,12899500
9,2020-11-13,277.7200012207031,277.760009765625,273.1000061035156,276.95001220703125,10391200
10,2020-11-16,275.04998779296875,279.4100036621094,274.6300048828125,278.9599914550781,12970400
11,2020-11-17,277.67999267578125,277.67999267578125,273.2900085449219,275.0,15040300
12,2020-11-18,274.5199890136719,277.3900146484375,271.8399963378906,271.9700012207031,12152900
13,2020-11-19,271.0199890136719,273.4700012207031,269.19000244140625,272.94000244140625,12963700
14,2020-11-20,272.55999755859375,273.0,269.4100036621094,269.70001220703125,18114700
15,2020-11-23,270.8900146484375,270.95001220703125,264.5299987792969,268.42999267578125,20990800
16,2020-11-24,268.489990234375,277.82000732421875,267.8699951171875,276.9200134277344,16930400
17,2020-11-25,278.1400146484375,280.17999267578125,272.6499938964844,275.5899963378906,12467000
18,2020-11-27,277.3900146484375,279.1300048828125,274.82000732421875,277.80999755859375,7808400
19,2020-11-30,276.0299987792969,277.70001220703125,271.010009765625,276.9700012207031,16693300
20,2020-12-01,279.1600036621094,289.29998779296875,278.9599914550781,286.54998779296875,20777900
21,2020-12-02,285.3599853515625,291.7799987792969,280.8299865722656,287.5199890136719,17361600
22,2020-12-03,286.25,286.6499938964844,281.07000732421875,281.8500061035156,12921700
23,2020-12-04,280.29998779296875,283.4599914550781,279.29998779296875,279.70001220703125,10880300
24,2020-12-07,279.19000244140625,288.489990234375,278.20001220703125,285.5799865722656,13007700
25,2020-12-08,286.010009765625,286.42999267578125,281.54998779296875,283.3999938964844,10730900
