,date,open,high,low,close,volume
0,2020-11-02,109.11000061035156,110.68000030517578,107.31999969482422,108.7699966430664,122866900
1,2020-11-03,109.66000366210938,111.48999786376953,108.7300033569336,110.44000244140625,107624400
2,2020-11-04,114.13999938964844,115.58999633789062,112.3499984741211,114.94999694824219,138235500
3,2020-11-05,117.94999694824219,119.62000274658203,116.87000274658203,119.02999877929688,126387100
4,2020-11-06,118.31999969482422,119.19999694824219,116.12999725341797,118.69000244140625,114457900
5,2020-11-09,120.5,121.98999786376953,116.05000305175781,116.31999969482422,154515300
6,2020-11-10,115.55000305175781,117.58999633789062,114.12999725341797,115.97000122070312,138023400
7,2020-11-11,117.19000244140625,119.62999725341797,116.44000244140625,119.48999786376953,112295000
8,2020-11-12,119.62000274658203,120.52999877929688,118.56999969482422,119.20999908447266,103162300
9,2020-11-13,119.44000244140625,119.66999816894531,117.87000274658203,119.26000213623047,81581900
10,2020-11-16,118.91999816894531,120.98999786376953,118.1500015258789,120.30000305175781,91183000
11,2020-11-17,119.55000305175781,120.66999816894531,118.95999908447266,119.38999938964844,74271000
12,2020-11-18,118.61000061035156,119.81999969482422,118.0,118.02999877929688,76322100
13,2020-11-19,117.58999633789062,119.05999755859375,116.80999755859375,118.63999938964844,74113000
14,2020-11-20,118.63999938964844,118.7699966430664,117.29000091552734,117.33999633789062,73391400
15,2020-11-23,117.18000030517578,117.62000274658203,113.75,113.8499984741211,127959300
16,2020-11-24,113.91000366210938,115.8499984741211,112.58999633789062,115.16999816894531,113874200
17,2020-11-25,115.55000305175781,116.75,115.16999816894531,116.02999877929688,76499200
18,2020-11-27,116.56999969482422,117.48999786376953,116.22000122070312,116.58999633789062,46691300
19,2020-11-30,116.97000122070312,120.97000122070312,116.80999755859375,119.05000305175781,169410200
20,2020-12-01,121.01000213623047,123.47000122070312,120.01000213623047,122.72000122070312,128166800
21,2020-12-02,122.0199966430664,123.37000274658203,120.88999938964844,123.08000183105469,89004200
22,2020-12-03,123.5199966430664,123.77999877929688,122.20999908447266,122.94000244140625,78967600
23,2020-12-04,122.5999984741211,122.86000061035156,121.5199966430664,122.25,78260400
24,2020-12-07,122.30999755859375,124.56999969482422,122.25,123.75,86712000
25,2020-12-08,124.37000274658203,124.9800033569336,123.08999633789062,124.37999725341797,81994400
