,date,open,high,low,close,volume
0,2020-11-02,3061.739990234375,3079.7099609375,2950.1201171875,3004.47998046875,7257400
1,2020-11-03,3018.530029296875,3074.89990234375,2980.97998046875,3048.409912109375,4897900
2,2020-11-04,3159.989990234375,3244.85009765625,3139.72998046875,3241.159912109375,6839000
3,2020-11-05,3319.969970703125,3366.800048828125,3288.8798828125,3322.0,5789300
4,2020-11-06,3304.639892578125,3322.0,3232.0,3311.3701171875,4647300
5,2020-11-09,3231.030029296875,3289.0,3112.110107421875,3143.739990234375,7190400
6,2020-11-10,3095.02001953125,3114.0,3019.47998046875,3035.02001953125,6591000
7,2020-11-11,3061.780029296875,3139.14990234375,3050.0,3137.389892578125,4366900
8,2020-11-12,3159.949951171875,3175.8798828125,3086.050048828125,3110.280029296875,4362000
9,2020-11-13,3122.0,3141.719970703125,3085.389892578125,3128.81005859375,3756200
10,2020-11-16,3093.199951171875,3142.699951171875,3072.68994140625,3131.06005859375,3808700
11,2020-11-17,3183.5400390625,3189.25,3135.260009765625,3135.659912109375,3444700
12,2020-11-18,3134.0,3140.0,3105.10009765625,3105.4599609375,2916800
13,2020-11-19,3105.31005859375,3125.0,3080.919921875,3117.02001953125,3010300
14,2020-11-20,3117.02001953125,3132.889892578125,3098.050048828125,3099.39990234375,3374400
15,2020-11-23,3116.699951171875,3139.75,3065.4599609375,3098.389892578125,4708900
16,2020-11-24,3100.5,3134.25,3086.260009765625,3118.06005859375,3602100
17,2020-11-25,3141.8701171875,3198.0,3140.260009765625,3185.070068359375,3790400
18,2020-11-27,3211.260009765625,3216.18994140625,3190.050048828125,3195.340087890625,2392900
19,2020-11-30,3208.47998046875,3228.389892578125,3125.550048828125,3168.0400390625,4063900
20,2020-12-01,3188.5,3248.949951171875,3157.179931640625,3220.080078125,4544400
21,2020-12-02,3221.64990234375,3232.0,3173.260009765625,3203.530029296875,3129300
22,2020-12-03,3205.4599609375,3228.639892578125,3181.31005859375,3186.72998046875,2892000
23,2020-12-04,3198.2099609375,3198.2099609375,3158.760009765625,3162.580078125,2913600
24,2020-12-07,3156.47998046875,3180.760009765625,3141.68994140625,3158.0,2751300
25,2020-12-08,3158.89990234375,3184.1298828125,3120.02001953125,3177.2900390625,3278300
