,date,open,high,low,close,volume
0,2020-11-02,204.2899932861328,205.27999877929688,200.1199951171875,202.3300018310547,30842200
1,2020-11-03,203.88999938964844,208.1199951171875,203.1199951171875,206.42999267578125,27512000
2,2020-11-04,214.02000427246094,218.32000732421875,212.4199981689453,216.38999938964844,42311800
3,2020-11-05,222.0399932861328,224.1199951171875,221.14999389648438,223.2899932861328,36080100
4,2020-11-06,222.25999450683594,224.36000061035156,218.02999877929688,223.72000122070312,25231900
5,2020-11-09,224.44000244140625,228.1199951171875,217.8800048828125,218.38999938964844,44395000
6,2020-11-10,214.5,216.5,209.72000122070312,211.00999450683594,44045100
7,2020-11-11,212.38999938964844,218.0399932861328,212.1999969482422,216.5500030517578,29440800
8,2020-11-12,217.2100067138672,219.11000061035156,214.4600067138672,215.44000244140625,21593900
9,2020-11-13,216.36000061035156,217.4199981689453,214.16000366210938,216.50999450683594,18621100
10,2020-11-16,214.8699951171875,217.74000549316406,214.52000427246094,217.22999572753906,24953300
11,2020-11-17,216.10000610351562,217.67999267578125,214.0800018310547,214.4600067138672,24154100
12,2020-11-18,213.64999389648438,215.1699981689453,210.92999267578125,211.0800018310547,28372800
13,2020-11-19,211.3800048828125,213.02999877929688,209.92999267578125,212.4199981689453,24792700
14,2020-11-20,212.1999969482422,213.2899932861328,210.0,210.38999938964844,22829100
15,2020-11-23,210.9499969482422,212.2899932861328,208.16000366210938,210.11000061035156,25683500
16,2020-11-24,209.58999633789062,214.25,208.86000061035156,213.86000061035156,33979700
17,2020-11-25,215.11000061035156,215.2899932861328,212.4600067138672,213.8699951171875,21012900
18,2020-11-27,214.85000610351562,216.27000427246094,214.0399932861328,215.22999572753906,14512200
19,2020-11-30,214.10000610351562,214.75999450683594,210.83999633789062,214.07000732421875,33064800
20,2020-12-01,214.50999450683594,217.32000732421875,213.35000610351562,216.2100067138672,30931300
21,2020-12-02,214.8800048828125,215.47000122070312,212.8000030517578,215.3699951171875,23724500
22,2020-12-03,214.61000061035156,216.3800048828125,213.64999389648438,214.24000549316406,25120900
23,2020-12-04,214.22000122070312,215.3800048828125,213.17999267578125,214.36000061035156,24666000
24,2020-12-07,214.3699951171875,215.5399932861328,212.99000549316406,214.2899932861328,24620000
25,2020-12-08,213.97000122070312,216.9499969482422,212.88999938964844,216.00999450683594,23266900
