,date,open,high,low,close,volume
0,2020-11-02,1623.5400390625,1658.239990234375,1614.239990234375,1624.3199462890625,2211400
1,2020-11-03,1630.760009765625,1659.0,1612.1099853515625,1645.6600341796875,1571600
2,2020-11-04,1705.5799560546875,1770.030029296875,1703.0,1745.8499755859375,3567100
3,2020-11-05,1770.449951171875,1791.8199462890625,1741.030029296875,1762.5,1987900
4,2020-11-06,1751.3399658203125,1768.5,1736.6800537109375,1759.72998046875,1431100
5,2020-11-09,1795.97998046875,1816.8900146484375,1757.550048828125,1761.4200439453125,2672000
6,2020-11-10,1729.77001953125,1759.3800048828125,1716.1199951171875,1737.719970703125,2151100
7,2020-11-11,1748.4000244140625,1762.9000244140625,1743.06005859375,1747.22998046875,1591900
8,2020-11-12,1742.0,1764.97998046875,1737.969970703125,1742.8199462890625,1323700
9,2020-11-13,1748.0,1777.1300048828125,1735.97998046875,1772.260009765625,1487200
10,2020-11-16,1764.1400146484375,1794.3399658203125,1761.3299560546875,1774.030029296875,1273400
11,2020-11-17,1767.8599853515625,1777.1400146484375,1759.489990234375,1761.6600341796875,1065700
12,2020-11-18,1756.6400146484375,1765.0,1738.5699462890625,1740.6400146484375,1005400
13,2020-11-19,1733.22998046875,1763.489990234375,1730.02001953125,1758.5699462890625,1005300
14,2020-11-20,1762.0,1768.3599853515625,1735.0,1736.3800048828125,1384700
15,2020-11-23,1740.219970703125,1745.989990234375,1710.1800537109375,1727.56005859375,1126500
16,2020-11-24,1727.5,1766.47998046875,1720.72998046875,1763.9000244140625,1399200
17,2020-11-25,1767.81005859375,1770.3800048828125,1748.3599853515625,1764.1300048828125,980000
18,2020-11-27,1764.5400390625,1797.010009765625,1764.5400390625,1787.02001953125,739500
19,2020-11-30,1775.6500244140625,1780.3399658203125,1747.8399658203125,1754.4000244140625,1620900
20,2020-12-01,1766.6600341796875,1821.719970703125,1763.030029296875,1795.3599853515625,1868100
21,2020-12-02,1795.3599853515625,1832.739990234375,1785.1700439453125,1824.969970703125,1471200
22,2020-12-03,1820.5400390625,1843.8299560546875,1817.0,1821.8399658203125,1236400
23,2020-12-04,1820.219970703125,1829.5,1813.5899658203125,1823.760009765625,1027200
24,2020-12-07,1815.550048828125,1829.2900390625,1803.0400390625,1817.030029296875,1114400
25,2020-12-08,1808.52001953125,1815.969970703125,1791.280029296875,1811.3299560546875,996300
